sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 1,FED 268,300,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 2,FED 269,301,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 3,FED 270,302,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 4,FED 271,303,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 5,FED 272,304,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 6,FED 273,305,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 7,FED 274,306,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 8,FED 275,307,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 9,FED 276,308,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 10,FED 277,309,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 11,FED 278,310,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 12,FED 279,311,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 13,FED 280,312,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 14,FED 281,313,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 15,FED 282,314,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;TK TEC+,crate S1C11b,FEROL 16,FED 283,315,frlpc-s1d06-25-01
sw-eth-c2e23-20-01;ECAL E-,crate S2C02a,FEROL 1,FED 606,frlpc-s2d10-09-01
sw-eth-c2e23-20-01;ECAL E-,crate S2C02a,FEROL 2,FED 607,frlpc-s2d10-09-01
sw-eth-c2e23-20-01;ECAL E-,crate S2C02a,FEROL 3,FED 608,frlpc-s2d10-09-01
sw-eth-c2e23-20-01;ECAL E-,crate S2C02a,FEROL 4,FED 609,frlpc-s2d10-09-01
sw-eth-c2e23-20-01;ECAL E-,crate S2C02a,FEROL 5,FED 601,frlpc-s2d10-09-01
sw-eth-c2e23-20-01;ECAL E-,crate S2C02a,FEROL 6,FED 602,frlpc-s2d10-09-01
sw-eth-c2e23-20-01;ECAL E-,crate S2C02a,FEROL 7,FED 603,frlpc-s2d10-09-01
